job_id,title,company,category,collar_type,description,key_responsibilities,required_skills,preferred_skills,required_experience_years,required_education,preferred_certifications,location_city,location_province,salary_min_zmw,salary_max_zmw,employment_type,work_schedule,language_requirements,application_deadline,posted_date,benefits,growth_opportunities,company_size,industry_sector
JOB000355,Hotel Manager,Protea Hotel by Marriott,Hospitality,White,"Protea Hotel by Marriott, an international hotel chain in Zambia, is seeking an experienced Hotel Manager. You will oversee daily operations, ensure guest satisfaction, and manage staff at one of Zambia's premier hospitality establishments.",Operations management; Guest services; Staff supervision; Financial control; Marketing,"Hotel management, Customer service, Leadership","Hospitality standards, Revenue management, Food beverage",6,Bachelor's in Hospitality,Hotel management certification,Lusaka,Lusaka Province,18000,30000,Permanent,Full-time,English (Fluent),02/10/2026,10/08/2026,"Hotel benefits, Performance bonus, International opportunities","General Manager, Regional Manager, Director",Medium (51-200),Hospitality
JOB000356,Community Health Worker,CARE Zambia,Healthcare,Pink,"CARE Zambia implements community health programs across rural areas. As a Community Health Worker, you will provide basic health services, conduct health education, and support vulnerable communities in accessing healthcare services.",Health education; Basic treatment; Referral services; Data collection; Community mobilization,"Community health, Communication, Basic medical knowledge","Maternal health, Child health, Disease prevention",1,Grade 12 Certificate,Community health training,Mansa,Luapula Province,2500,4500,Contract,Full-time,"English (Basic), Bemba",05/10/2026,12/08/2026,"Field allowances, Training, Community impact","Health Supervisor, Program Coordinator, Manager",Large (201-1000),Healthcare
JOB000357,Quality Assurance Technician,Zambia Sugar Plc,Manufacturing,Blue,"Zambia Sugar Plc, one of Africa's largest sugar producers, is hiring Quality Assurance Technicians. You will monitor production quality, conduct laboratory tests, and ensure sugar products meet national and international standards.",Quality testing; Process monitoring; Laboratory analysis; Documentation; Compliance checks,"Quality control, Laboratory skills, Attention to detail","Food safety, ISO standards, Statistical process control",2,Diploma in Food Science,Quality certification,Mazabuka,Southern Province,5000,9000,Permanent,Shift work,English (Fluent),08/10/2026,15/08/2026,"Production bonus, Company housing, Career development","QA Supervisor, Quality Manager, Laboratory Manager",Large (201-1000),Manufacturing
JOB000358,Real Estate Agent,Pam Golding Properties,Real Estate,White,"Pam Golding Properties, a leading real estate firm in Zambia, is expanding its sales team. You will help clients buy, sell, and rent properties in Zambia's growing real estate market, providing professional property services.",Property sales; Client consultation; Market analysis; Negotiation; Documentation,"Sales skills, Real estate knowledge, Negotiation","Property valuation, Market trends, Legal procedures",3,Grade 12 Certificate,Real estate agent license,Lusaka,Lusaka Province,6000,15000,Commission-based,Flexible hours,English (Fluent),10/10/2026,18/08/2026,"Commission, Flexible schedule, Career growth","Sales Manager, Branch Manager, Property Developer",Medium (51-200),Real Estate
JOB000359,Electrical Engineer,Copperbelt Energy Corporation (CEC),Engineering,White,"CEC provides power to Zambia's mining industry and beyond. As an Electrical Engineer, you will design, maintain, and optimize electrical systems that deliver reliable power to industrial and residential customers across the Copperbelt.",System design; Maintenance planning; Troubleshooting; Project management; Safety compliance,"Electrical engineering, Power systems, Maintenance","Renewable energy, Grid management, Safety standards",4,Bachelor's in Electrical Engineering,Engineering Institute of Zambia registration,Kitwe,Copperbelt Province,12000,22000,Permanent,Full-time,English (Fluent),12/10/2026,20/08/2026,"Energy sector benefits, Professional development, Housing","Senior Engineer, Project Manager, Technical Director",Large (201-1000),Engineering
JOB000360,Primary School Teacher,Ministry of General Education,Education,Pink,"The Ministry of General Education is recruiting Primary School Teachers for government schools across Zambia. You will deliver quality education to children in grades 1-7, following the national curriculum and supporting student development.",Lesson delivery; Student assessment; Classroom management; Parent engagement; Extracurricular,"Teaching methodology, Child development, Communication","Local language, Educational technology, Special needs",2,Diploma in Primary Education,Teaching Council of Zambia registration,Countrywide,All Provinces,4000,7000,Permanent,Full-time,"English (Fluent), Local languages",15/10/2026,22/08/2026,"Government benefits, Housing allowance, School holidays","Senior Teacher, Head Teacher, Education Officer",Large (201-1000),Education
JOB000361,Medical Doctor,Levy Mwanawasa University Teaching Hospital,Healthcare,White,"Levy Mwanawasa University Teaching Hospital, a state-of-the-art medical facility, is recruiting Medical Doctors for various departments. You will provide comprehensive medical care, supervise junior staff, and contribute to medical education in Zambia's healthcare system.",Patient diagnosis; Treatment planning; Medical procedures; Team supervision; Medical education,"Medical knowledge, Clinical skills, Patient care","Specialized medicine, Research, Teaching",5,Bachelor of Medicine/Bachelor of Surgery,Medical Council of Zambia registration,Lusaka,Lusaka Province,15000,25000,Permanent,Full-time including on-call,English (Fluent),18/10/2026,25/08/2026,"Hospital benefits, Research opportunities, Housing allowance","Senior Medical Officer, Consultant, Department Head",Large (201-1000),Healthcare
JOB000362,Financial Analyst,Bank of Zambia,Finance,White,"The Bank of Zambia, the nation's central bank, is hiring Financial Analysts to monitor monetary policy and financial stability. You will analyze economic data, assess financial risks, and contribute to policy formulation for Zambia's economy.",Economic analysis; Risk assessment; Policy research; Data modeling; Report writing,"Financial analysis, Economics, Statistics","Monetary policy, Banking supervision, Econometrics",4,Master's in Economics/Finance,"CFA, Financial modeling",Lusaka,Lusaka Province,18000,30000,Permanent,Full-time,English (Fluent),20/10/2026,28/08/2026,"Central bank benefits, Professional development, Research opportunities","Senior Analyst, Manager, Director",Large (201-1000),Finance
JOB000363,Mine Geologist,First Quantum Minerals,Mining,White,"First Quantum Minerals, operating the Kansanshi Mine, seeks experienced Mine Geologists. You will conduct geological mapping, ore body modeling, and resource estimation to support mining operations at one of Africa's largest copper mines.",Geological mapping; Core logging; Resource modeling; Grade control; Exploration planning,"Geology, Resource estimation, Field work","Mining software, Geochemistry, Structural geology",4,Bachelor's in Geology,"Geology license, Mining certification",Solwezi,North-Western Province,16000,28000,Permanent,Full-time,English (Fluent),22/10/2026,30/08/2026,"Mining benefits, Remote allowance, Professional development","Senior Geologist, Chief Geologist, Exploration Manager",Large (201-1000),Mining
JOB000364,Agronomist,Zambeef Products,Agriculture,White,"Zambeef Products, Zambia's integrated agribusiness, is hiring Agronomists for our crop production operations. You will optimize farming practices, conduct field trials, and improve crop yields across our extensive farming operations.",Crop management; Soil analysis; Pest control; Research trials; Farmer training,"Agronomy, Crop science, Research methods","Precision agriculture, Sustainable farming, Data analysis",3,Bachelor's in Agronomy,Agronomy certification,Chisamba,Central Province,9000,16000,Permanent,Full-time,English (Fluent),25/10/2026,02/09/2026,"Farm housing, Vehicle, Production incentives","Senior Agronomist, Farm Manager, Technical Director",Large (201-1000),Agriculture
JOB000365,IT Network Administrator,Airtel Zambia,Technology,White,"Airtel Zambia, a leading telecommunications provider, is hiring Network Administrators to maintain our network infrastructure. You will ensure reliable connectivity and optimal performance for millions of customers across Zambia.",Network monitoring; Troubleshooting; System upgrades; Security management; Performance optimization,"Network administration, Cybersecurity, Troubleshooting","Cisco technologies, Wireless networks, Cloud infrastructure",4,Bachelor's in Computer Science,"CCNA, Network+ certification",Lusaka,Lusaka Province,12000,20000,Permanent,Full-time,English (Fluent),28/10/2026,05/09/2026,"Telecom benefits, Professional development, Flexible work","Network Manager, Infrastructure Manager, CTO",Large (201-1000),Technology
JOB000366,Secondary School Teacher,Canisius Secondary School,Education,White,"Canisius Secondary School, a renowned mission school, is seeking qualified teachers for science and mathematics. You will deliver quality education, mentor students, and contribute to the school's academic excellence tradition.",Subject teaching; Student assessment; Curriculum development; Extracurricular activities; Parent engagement,"Teaching methodology, Subject expertise, Classroom management","Educational technology, Student mentoring, Research",3,Bachelor's in Education,Teaching Council of Zambia registration,Chingola,Copperbelt Province,6000,11000,Permanent,Full-time,English (Fluent),30/10/2026,08/09/2026,"Housing allowance, School holidays, Professional development","Head of Department, Deputy Head, Principal",Medium (51-200),Education
